SAMPLE_NO,STATION_NO,STN_NO_NM_LOC,Station Type,SAMPLE_DATETIME,SAMPLE_DATETIME,M_LATITUDE,LONGITUDE,M_LONGITUDE,Secchi Flag,secchi.m,Chloro Flag,chla.ug.L,TP Flag,TP.mg.L,Ammonia flag,Ammonia (NH3-N) mg/L,NO2NO3 flag,Nitrate+Nitrite (NO3+NO2 -N) mg/L,Nitrate flag,Nitrate (NO3 -N) mg/L,Nitrite flag,Nitrite (NO2 -N) mg/L,TKN flag,Total Kjeldahl Nitrogen (TKN)  mg/L,TN.mg.L,TP(mg/L),TN:TP,MC,1.0 m Water Temp DegC,Perimeter (km),Surface area (km2),Volume (million m3),Maximum depth (m),Mean depth (m),Drainage basin area (km2),mean annual inflow (million m3),< or > ,Water residence time (yrs),Watershed vs lake surface area ratio,Natural region,Sub-region,Physiographic Regions
07SWE02650               ,AB05FD0030,SHORNCLIFFE LAKE - COMPOSITE (AB05FD0030),Lake,2007,15-Aug-07 11:00,52.469440,-110.867500,110.867500,,0.9,,22.4,,0.056,,0.047,L,0.006,L,0.006,L,0.002,,3.1,3.106,0.056,55.46428571,3.77,16.67,11.62,2.50,,4,2,311.99,,,,124.80,Parkland,Central Parkland,Eastern Alberta Plains
07SWE03122               ,AB05FD0030,SHORNCLIFFE LAKE - COMPOSITE (AB05FD0030),Lake,2007,20-Sep-07 11:40,52.469440,-110.867500,110.867500,,1.3,,12.4,,0.047,,0.061,L,0.006,L,0.006,L,0.002,,2.76,2.766,,,2.14,11.02,11.62,2.50,,4,2,311.99,,,,124.80,Parkland,Central Parkland,Eastern Alberta Plains
09SWE00579               ,AB05FD0030,SHORNCLIFFE LAKE - COMPOSITE (AB05FD0030),Lake,2009,08-Jul-09 10:00,52.469440,-110.867500,110.867500,,1.3,,7.28,,0.0344,,,,0.0135,,0.0109,,0.0026,,3.17,3.1835,,,0.17,18.93,11.62,2.50,,4,2,311.99,,,,124.80,Parkland,Central Parkland,Eastern Alberta Plains
09SWE00650               ,AB05FD0030,SHORNCLIFFE LAKE - COMPOSITE (AB05FD0030),Lake,2009,11-Aug-09 11:30,52.469440,-110.867500,110.867500,,2,,3.54,,0.0355,,,L,0.006,L,0.006,L,0.002,,3.7,3.706,,,0.16,20.21,11.62,2.50,,4,2,311.99,,,,124.80,Parkland,Central Parkland,Eastern Alberta Plains
09SWE01109               ,AB05FD0030,SHORNCLIFFE LAKE - COMPOSITE (AB05FD0030),Lake,2009,15-Sep-09 11:30,52.469440,-110.867500,110.867500,,2,,2.87,,0.049,,,L,0.006,L,0.006,L,0.002,,3.4,3.406,,,0.23,16.4,11.62,2.50,,4,2,311.99,,,,124.80,Parkland,Central Parkland,Eastern Alberta Plains
07SWE08749               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2007,28-Jun-07 10:45,53.866670,-111.100000,111.100000,,4.75,,1.24,,0.109,,0.46,,,,,,,,1.91,,,,0.11,17.36,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09023               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2007,16-Jul-07 17:00,53.866670,-111.100000,111.100000,,1.75,,18.8,,0.089,,0.047,L,0.005,,,,,,1.82,1.825,0.089,20.50561798,3.57,26.49,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09173               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2007,09-Aug-07 11:00,53.866670,-111.100000,111.100000,,1.5,,35.7,,0.112,,0.177,,,,,,,,1.98,,,,2.16,20.88,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE09478               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2007,13-Sep-07 10:00,53.866670,-111.100000,111.100000,,0.9,,85,,0.131,,0.025,L,0.005,,,,,,2.14,2.145,,,1.92,15.03,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE08541               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2008,03-Jun-08 10:00,53.866670,-111.100000,111.100000,,6.75,,1.6,,0.039,,0.142,,0.062,,,,,,1.62,1.682,,,0.11,15.71,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE08810               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2008,26-Jun-08 09:00,53.866670,-111.100000,111.100000,,5.5,,2.67,,0.041,,0.25,,0.029,,,,,,1.68,1.709,,,0.19,19.12,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE09105               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2008,21-Jul-08 08:00,53.866670,-111.100000,111.100000,,1,,56.6,,0.084,,0.033,,0.015,,,,,,2.55,2.565,,,0.18,20.79,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE11231               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2008,22-Aug-08 08:45,53.866670,-111.100000,111.100000,,1,,37.6,,0.084,,0.042,,0.005,,,,,,2.25,2.255,,,0.57,19.57,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
08SWE12001               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2008,17-Sep-08 09:00,53.866670,-111.100000,111.100000,,1.25,,51.3,,0.107,,0.053,,0.014,,,,,,2.57,2.584,,,0.1,15.11,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09002               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2009,04-Jun-09 14:30,53.866670,-111.100000,111.100000,,2,,6.96,,0.051,,0.03,,0.008,,,,,,1.72,1.728,,,0.1,15.02,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09191               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2009,02-Jul-09 09:15,53.866670,-111.100000,111.100000,,2.25,,8.98,,0.052,,0.39,,0.01,,,,,,1.9,1.91,,,0.2,18.21,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09327               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2009,20-Jul-09 18:00,53.866670,-111.100000,111.100000,,1.25,,46.9,,0.081,,0.017,,0.026,,,,,,2.31,2.336,,,0.26,18.94,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE09569               ,AB05ED0270,SILER (STONEY) LAKE - COMPOSITE (AB05ED0270),Lake,2009,17-Aug-09 13:00,53.866670,-111.100000,111.100000,,2,,7.72,,0.082,,0.45,L,0.005,,,,,,2.28,2.285,,,0.45,19.33,7.68,2.34,,,,138.76,,,,59.18,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE08299               ,AB06AA0440,SKELETON LAKE - NORTH BASIN - COMPOSITE (AB06AA0440),Lake,2005,29-Jun-05 12:15,54.643890,-112.705280,112.705280,,3.9,,8,,0.029,,0.019,,0.008,,,,0.002,,1.24,1.248,,,0.07,17.25,24.86,7.89,51.4,17,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08564               ,AB06AA0440,SKELETON LAKE - NORTH BASIN - COMPOSITE (AB06AA0440),Lake,2005,23-Jul-05 08:00,54.643890,-112.705280,112.705280,,2,,8.6,,0.03,,0.007,L,0.005,,,L,0.001,,1.28,1.285,,,0.07,20.04,24.86,7.89,51.4,17,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08882               ,AB06AA0440,SKELETON LAKE - NORTH BASIN - COMPOSITE (AB06AA0440),Lake,2005,16-Aug-05 09:20,54.643890,-112.705280,112.705280,,2,,16.3,,0.039,,0.012,L,0.005,,,L,0.001,,1.37,1.375,,,0.13,16.91,24.86,7.89,51.4,17,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08052               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2005,10-Jun-05 10:30,54.614720,-112.728060,112.728060,,2.7,,4,,0.02,,0.014,L,0.005,,,L,0.001,,1.09,1.095,,,0.10,17.73,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08285               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2005,29-Jun-05 09:10,54.614720,-112.728060,112.728060,,2.1,,6.3,,0.0241,,0.013,,0.017,,,L,0.001,,1.11,1.127,,,0.11,16.58,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08733               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2005,31-Jul-05 15:55,54.614720,-112.728060,112.728060,,2.5,,10.8,,0.029,,0.015,L,0.005,,,L,0.001,,1.1,1.105,,,0.15,20.80,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08901               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2005,16-Aug-05 12:55,54.614720,-112.728060,112.728060,,2.2,,22.5,,0.038,,0.011,,0.005,,,L,0.001,,1.24,1.245,,,0.18,16.87,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE09193               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2005,02-Sep-05 08:30,54.614720,-112.728060,112.728060,,1.9,,17,,0.032,,0.011,,0.007,,,L,0.001,,1.22,1.227,,,0.20,16.81,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08366               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2006,21-Jul-06 13:59,54.614720,-112.728060,112.728060,,1.25,,18.3,,0.043,,0.019,L,0.005,,,,,,1.23,1.235,,,0.07,21.45,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08588               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2006,08-Aug-06 13:23,54.614720,-112.728060,112.728060,,1.5,,16.2,,0.037,,0.018,L,0.005,,,,,,1.26,1.265,,,0.07,21.09,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08785               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2006,28-Aug-06 14:19,54.614720,-112.728060,112.728060,,1.25,,15.6,,0.036,,0.018,L,0.005,,,,,,1.3,1.305,,,0.20,19.76,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08956               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2006,19-Sep-06 13:22,54.614720,-112.728060,112.728060,,1.5,,18.5,,0.049,,0.06,,0.005,,,,,,1.35,1.355,,,0.44,12.91,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE08640               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2008,08-Jun-08 11:25,54.614720,-112.728060,112.728060,,1.5,,7.9,,0.041,,0.019,,0.057,,,,,,1.15,1.207,,,0.11,16.93,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE08929               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2008,06-Jul-08 09:00,54.614720,-112.728060,112.728060,,1.75,,7.46,,0.04,,0.02,L,0.005,,,,,,1.13,1.135,,,0.11,21.44,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09195               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2008,27-Jul-08 16:00,54.614720,-112.728060,112.728060,,2,,9.38,,0.035,,0.014,L,0.005,,,,,,1.17,1.175,,,0.15,22.46,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE11249               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2008,22-Aug-08 16:00,54.614720,-112.728060,112.728060,,1.25,,42.5,,0.064,,0.025,,0.005,,,,,,1.72,1.725,,,0.75,19.91,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE12052               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2008,27-Sep-08 09:15,54.614720,-112.728060,112.728060,,1.75,,29.1,,0.047,,0.018,L,0.005,,,,,,1.45,1.455,,,0.08,11.85,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09061               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2009,12-Jun-09 14:00,54.614720,-112.728060,112.728060,,2.25,,7.72,,0.017,,0.021,,0.006,,,,,,0.49,0.496,,,0.19,16.2,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09227               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2009,08-Jul-09 12:30,54.614720,-112.728060,112.728060,,1.5,,6.91,,0.035,,0.019,,0.012,,,,,,1.14,1.152,,,0.3,18.33,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09553               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2009,15-Aug-09 16:45,54.614720,-112.728060,112.728060,,1.5,,13.2,,0.048,,0.018,,0.017,,,,,,1.38,1.397,,,0.42,20.4,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE09759               ,AB06AA0410,SKELETON LAKE - SOUTH BASIN - COMPOSITE (AB06AA0410),Lake,2009,05-Sep-09 09:45,54.614720,-112.728060,112.728060,,1.25,,21.8,,0.061,,0.049,,0.015,,,,,,1.53,1.545,,,0.45,18.7,24.86,7.89,51.4,11,6.5,31.70,1.78,,61.5,4.02,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE01417               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2005,19-Jun-05 10:40,49.683330,-110.183330,110.183330,,4.25,,3.4,,0.0182,,,L,0.005,,,L,0.001,,0.37,0.375,,,0.08,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
05SWE02069               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2005,05-Aug-05 10:00,49.683330,-110.183330,110.183330,,4,,2.9,,0.0138,,,L,0.005,,,,,,0.39,0.395,,,0.21,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
05SWE02902               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2005,07-Sep-05 11:00,49.683330,-110.183330,110.183330,,4.8,,3.9,,0.0157,,,,0.006,,,,,,0.4,0.406,,,0.19,15.98,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
05SWE03497               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2005,28-Sep-05 10:30,49.683330,-110.183330,110.183330,,2.5,,9,,0.013,,,L,0.005,,,,,,0.42,0.425,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
06SWE10038,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2006,12-Jun-06 12:12,49.683330,-110.183330,110.183330,,3.75,,4.95,,0.024,,,,,,,,,,,,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
06SWE10266,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2006,11-Jul-06 10:11,49.683330,-110.183330,110.183330,,3,,4.07,,0.019,,,,,,,,,,,,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
06SWE10520,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2006,01-Aug-06 09:01,49.683330,-110.183330,110.183330,,,,4.99,,0.018,,,,,,,,,,,,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
06SWE10678,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2006,22-Aug-06 10:22,49.683330,-110.183330,110.183330,,1.5,,10.3,,0.024,,,,,,,,,,,,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
06SWE11209,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2006,29-Sep-06 09:29,49.683330,-110.183330,110.183330,,2.5,,10.8,,0.019,,,,,,,,,,,,,,0.07,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
07SWE10536               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2007,05-Jul-07 10:40,49.683330,-110.183330,110.183330,,3.25,,4.43,,0.017,,0.009,L,0.005,,,L,0.001,,0.44,0.445,,,0.16,21.25,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
07SWE10665               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2007,12-Aug-07 10:00,49.683330,-110.183330,110.183330,,2.6,,6.53,,0.018,,0.004,L,0.005,,,L,0.001,,0.47,0.475,,,0.21,,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
07SWE10750               ,AB11AB0010,SPRUCE COULEE RESERVOIR - COMPOSITE (AB11AB0010),Reservoir,2007,13-Sep-07 12:00,49.683330,-110.183330,110.183330,,3.15,,6.04,,0.022,,0.006,L,0.005,,,L,0.001,,0.47,0.475,,,0.15,13.83,-,0.21,0.7,6,3.3,4.09,,,3,19.48,Rocky Mountain,Montane,Southern Alberta Uplands
04SWE02229               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2004,01-Sep-04 08:45,54.650000,-113.766670,113.766670,,1.25,,61.2,,0.2742,,,,0.065,,,,,,1.76,1.825,,,0.11,15.29,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE01491               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2005,28-Jun-05 08:30,54.650000,-113.766670,113.766670,,3,,13.5,,0.0737,,,,,,,,,,,,,,0.07,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE01883               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2005,27-Jul-05 08:45,54.650000,-113.766670,113.766670,,1,,145.5,,0.1412,,,,,,,,,,,,,,0.07,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE02192               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2005,16-Aug-05 07:30,54.650000,-113.766670,113.766670,,2.25,,10.7,,0.2103,,,,,,,,,,,,,,0.35,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE02773               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2005,31-Aug-05 08:04,54.650000,-113.766670,113.766670,,2,,16.5,,0.1674,,,,,,,,,,,,,,0.07,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE03307               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2005,21-Sep-05 09:00,54.650000,-113.766670,113.766670,,3.5,,15.1,,0.1058,,,,,,,,,,,,,,0.07,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08248               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2006,13-Jul-06 10:03,54.650000,-113.766670,113.766670,,0.75,,91.2,,0.111,,,L,0.005,,,,,,2.07,2.075,,,0.34,20.91,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08519               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2006,02-Aug-06 09:17,54.650000,-113.766670,113.766670,,1.25,,54.6,,0.24,,,L,0.005,,,,,,2.2,2.205,,,0.17,18.99,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08777               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2006,28-Aug-06 09:19,54.650000,-113.766670,113.766670,,2.5,,8.53,,0.279,,,,0.066,,,,,,1.88,1.946,,,1.55,19.93,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08948               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2006,18-Sep-06 09:02,54.650000,-113.766670,113.766670,,2,,13.8,,0.174,,,,0.136,,,,,,1.23,1.366,,,1.00,11.25,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE02391               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2007,24-Jul-07 10:35,54.650000,-113.766670,113.766670,,2,,19.6,,0.188,,,,,,,,,,,,,,0.60,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE10152               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2007,14-Aug-07 10:30,54.650000,-113.766670,113.766670,,2.2,,23.7,,0.269,,,,,,,,,,,,0.269,0,10.25,,-,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09567               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2008,25-Jun-08 10:30,54.650000,-113.766670,113.766670,,6.25,,5.07,,0.06,,0.046,L,0.005,,,,,,0.82,0.825,,,0.19,18.97,,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09690               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2008,23-Jul-08 09:30,54.650000,-113.766670,113.766670,,3.25,,36.2,,0.105,,0.132,,0.007,,,,,,1.34,1.347,,,0.08,20.04,,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09819               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2008,14-Aug-08 09:00,54.650000,-113.766670,113.766670,,3.25,,19.7,,0.185,,0.127,,0.043,,,,,,1.23,1.273,,,0.38,19.5,,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE09926               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2008,04-Sep-08 09:40,54.650000,-113.766670,113.766670,,2.75,,11.7,,0.224,,0.035,,0.043,,,,,,1.14,1.183,,,1.05,15.48,,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWE10042               ,AB07BC0110,STEELE (CROSS) LAKE - COMPOSITE (AB07BC0110),Lake,2008,25-Sep-08 08:35,54.650000,-113.766670,113.766670,,4.1,,2.69,,0.138,,0.052,,0.172,,,,,,0.96,1.132,,,0.07,11.84,,6.61,20.9,6.1,3.2,255.00,12.1,,2,38.58,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE01887               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2005,28-Jul-05 08:45,55.102780,-117.537500,117.537500,,4.8,,12.6,,0.1068,,,L,0.005,,,,,,1.02,1.025,,,0.34,,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
05SWE02450               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2005,25-Aug-05 13:30,55.102780,-117.537500,117.537500,,1.55,,67,,0.1433,,,,0.011,,,,,,1.63,1.641,,,1.12,16.50,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE10424               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2006,23-Jul-06 16:55,55.102780,-117.537500,117.537500,,2,,70,,0.218,,,,,,,,,,,,,,0.22,,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE01743               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2006,13-Aug-06 20:07,55.102780,-117.537500,117.537500,,1.75,,69.8,,0.403,,,,,,,,,,,,,,0.17,,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
